ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0001180,Minimum ratio of total biological demand for any substrate by any microbial population,Microbial parameters,,FMN,NitroPars.txt,"The lowest acceptable ratio of substrate demand that must be maintained for microbial population viability. This parameter sets the threshold below which microbial populations cannot sustain themselves, affecting community structure and biogeochemical process rates.",,,,Class,,NONE,Minimum,Uptake,Microbes,NA,NA,Ratio,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001181,Km for soil organic carbon decomposition,Constants for specific biochemical reactions,,DCKM0,NitroPars.txt,"The Michaelis constant for soil organic carbon decomposition, representing the substrate concentration at which decomposition occurs at half-maximum rate. This parameter controls the efficiency of microbial soil organic carbon utilization and affects carbon cycling rates in terrestrial ecosystems.",,,,Class,,g C g-1 soil,NA,Michaelis constant,NA,Organic carbon,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001183,Specific oxidation rates for all bacteria,Constants for specific biochemical reactions,,VMXO,NitroPars.txt,The maximum rate of substrate oxidation per unit bacterial biomass under optimal conditions. This parameter determines the metabolic activity and growth potential of bacterial communities in soil and sediment environments.,,,,Class,,g C g-1C h-1,NA,Specific oxidation rate,NA,Bacteria,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Is bacteria a ""measured in""?",,,
BERVO:0001184,Specific oxidation rates for all fungi,Constants for specific biochemical reactions,,VMXF,NitroPars.txt,The maximum rate of substrate oxidation per unit fungal biomass under optimal environmental conditions. This parameter characterizes the metabolic efficiency of fungal decomposer communities and their contribution to organic matter breakdown in terrestrial ecosystems.,,,,Class,,g C g-1C h-1,NA,Specific oxidation rate,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001185,Specific oxidation rates for acetotrophic methanogens,Constants for specific biochemical reactions,,VMXM,NitroPars.txt,The maximum rate of acetate oxidation per unit methanogenic biomass during methane production from acetate. This parameter determines the efficiency of acetotrophic methanogenesis in anaerobic environments such as waterlogged soils and sediments.,,,,Class,,g C g-1C h-1,NA,Specific oxidation rate,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001186,Specific oxidation rates for ammonia oxidizers,Constants for specific biochemical reactions,,VMXH,NitroPars.txt,The maximum rate of ammonia oxidation per unit nitrifying biomass during the first step of nitrification. This parameter controls the efficiency of ammonia-oxidizing bacteria and archaea in converting ammonia to nitrite in soil and aquatic systems.,,,,Class,,g  g-1C h-1,NA,Specific oxidation rate,NA,Ammonia,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001187,Specific oxidation rates for nitrite oxidizers,Constants for specific biochemical reactions,,VMXN,NitroPars.txt,The maximum rate of nitrite oxidation per unit nitrifying biomass during the second step of nitrification. This parameter determines the efficiency of nitrite-oxidizing bacteria in converting nitrite to nitrate and completing the nitrification process.,,,,Class,,g  g-1C h-1,NA,Specific oxidation rate,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001188,Specific oxidation rates for methanotrophs,Constants for specific biochemical reactions,,VMX4,NitroPars.txt,The maximum rate of methane oxidation per unit methanotrophic biomass under optimal conditions. This parameter controls the efficiency of methane-consuming bacteria in reducing atmospheric methane concentrations and affects greenhouse gas dynamics in terrestrial ecosystems.,,,,Class,,g   g-1C h-1,NA,Specific oxidation rate,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001189,Specific oxidation rates for hydrogenotrophic methanogens,Constants for specific biochemical reactions,,VMXC,NitroPars.txt,The maximum rate of hydrogen oxidation per unit methanogenic biomass during methane production from hydrogen and carbon dioxide. This parameter determines the efficiency of hydrogenotrophic methanogenesis in anaerobic environments where hydrogen gas is available as an electron donor.,,,,Class,,g   g-1C h-1,NA,Specific oxidation rate,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001190,Km for dissolved organic carbon uptake by heterotrophs bacteria and fungi,Constants for specific biochemical reactions,,OQKM,NitroPars.txt,"The Michaelis constant for dissolved organic carbon uptake by heterotrophic bacteria and fungi, representing the substrate concentration at which uptake occurs at half-maximum rate. This parameter controls the competitive ability of heterotrophic microorganisms for dissolved organic carbon in soil and aquatic environments.",,,,Class,,g C m-3,NA,Michaelis constant,NA,Dissolved organic carbon,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001191,Km for acetate uptake by heterotrophic fermenters,Constants for specific biochemical reactions,,OQKA,NitroPars.txt,The Michaelis constant for acetate uptake by fermenting bacteria that convert organic acids to simpler compounds. This parameter determines the efficiency of acetate utilization by fermentative microorganisms in anaerobic soil and sediment environments.,,,,Class,,g C m-3,NA,Michaelis constant,Soil|Microbes,NA,Soil,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,Need acetate uptake equation?  See notes way above.,,,
BERVO:0001192,Km for acetate uptake by acetotrophic methanogens,Constants for specific biochemical reactions,,OQKAM,NitroPars.txt,The Michaelis constant for acetate uptake by acetotrophic methanogenic archaea during methane production. This parameter controls the substrate affinity of acetate-consuming methanogens and affects methane production rates in anaerobic environments.,,,,Class,,g C m-3,NA,Michaelis constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001193,Km for carbon dioxide uptake,Constants for specific biochemical reactions,,CCKM,NitroPars.txt,The Michaelis constant for carbon dioxide uptake by autotrophic microorganisms during carbon fixation processes. This parameter determines the efficiency of carbon dioxide assimilation by chemolithotrophic and photosynthetic organisms in terrestrial and aquatic ecosystems.,,,,Class,,g C m-3,NA,Michaelis constant,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001194,Km for methane uptake,Constants for specific biochemical reactions,,CCK4,NitroPars.txt,The Michaelis constant for methane uptake by methanotrophic bacteria that oxidize methane as an energy and carbon source. This parameter controls the substrate affinity of methane-consuming bacteria and affects atmospheric methane consumption in terrestrial ecosystems.,,,,Class,,g C m-3,NA,Michaelis constant,NA,Methane,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001195,Km for ammonium uptake by nitrifiers,Constants for specific biochemical reactions,,ZHKM,NitroPars.txt,The Michaelis constant for ammonium uptake by nitrifying bacteria during the first step of nitrification. This parameter determines the substrate affinity of ammonia-oxidizing microorganisms and controls nitrification rates under varying ammonium availability.,,,,Class,,gN m-3,NA,Michaelis constant,NA,Ammonium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001196,Km for nitrite uptake by nitrifiers,Constants for specific biochemical reactions,,ZNKM,NitroPars.txt,The Michaelis constant for nitrite uptake by nitrite-oxidizing bacteria during the second step of nitrification. This parameter controls the substrate affinity of nitrite-oxidizing microorganisms and affects the rate of nitrate production in soil ecosystems.,,,,Class,,gN m-3,NA,Michaelis constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001197,Km for nitrate uptake by denitrifiers,Constants for specific biochemical reactions,,Z3KM,NitroPars.txt,The Michaelis constant for nitrate uptake by denitrifying bacteria during anaerobic respiration. This parameter determines the substrate affinity of denitrifiers for nitrate and controls the initiation of the denitrification process in oxygen-limited soil environments.,,,,Class,,gN m-3,NA,Michaelis constant,NA,Nitrate,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001198,Km for nitrite uptake by denitrifiers,Constants for specific biochemical reactions,,Z2KM,NitroPars.txt,The Michaelis constant for nitrite uptake by denitrifying bacteria during the intermediate steps of denitrification. This parameter controls the efficiency of nitrite reduction and affects the production of nitrous oxide and nitrogen gas in anaerobic soils.,,,,Class,,gN m-3,NA,Michaelis constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001199,Km for nitrous oxide uptake by denitrifiers,Constants for specific biochemical reactions,,Z1KM,NitroPars.txt,The Michaelis constant for nitrous oxide uptake by denitrifying bacteria during the final step of denitrification. This parameter determines the efficiency of nitrous oxide reduction to nitrogen gas and affects greenhouse gas emissions from agricultural and natural soils.,,,,Class,,gN m-3,NA,Michaelis constant,NA,Nitrous oxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001200,Maximum uptake rate for ammonium uptake kinetics by all microbial functional groups,Microbial parameters,,Z4MX,NitroPars.txt,The maximum possible rate of ammonium uptake per unit ground area by all microbial functional groups combined. This parameter represents the upper limit of ammonium assimilation capacity by soil microbial communities and affects nitrogen availability for plant uptake.,,,,Class,,g N m-2 h-1,Maximum,Uptake,Microbes,Ammonium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001201,Km for ammonium uptake kinetics by all microbial functional groups,Constants for specific biochemical reactions,,Z4KU,NitroPars.txt,"The Michaelis constant for ammonium uptake by all microbial functional groups combined, representing the substrate concentration at which uptake occurs at half-maximum rate. This parameter controls the overall efficiency of microbial ammonium assimilation in soil ecosystems.",,,,Class,,g N m-3,NA,Michaelis constant,Microbes,Ammonium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001202,Minimum concentration for ammonium uptake kinetics by all microbial functional groups,Microbial parameters,,Z4MN,NitroPars.txt,The threshold ammonium concentration below which uptake by microbial functional groups becomes negligible. This parameter sets the lower limit for effective microbial ammonium assimilation and affects nitrogen cycling dynamics at low substrate concentrations.,,,,Class,,g N m-3,Minimum,Concentration,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001203,Maximum uptake rate for nitrate uptake kinetics by all microbial functional groups,Microbial parameters,,ZOMX,NitroPars.txt,The maximum possible rate of nitrate uptake per unit ground area by all microbial functional groups combined. This parameter represents the upper limit of nitrate assimilation capacity by soil microbial communities and influences nitrogen retention in ecosystems.,,,,Class,,g N m-2 h-1,Maximum,Uptake,Microbes,Nitrate,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001204,Km for nitrate uptake kinetics by all microbial functional groups,Constants for specific biochemical reactions,,ZOKU,NitroPars.txt,"The Michaelis constant for nitrate uptake by all microbial functional groups combined, representing the substrate concentration at which uptake occurs at half-maximum rate. This parameter controls the overall efficiency of microbial nitrate assimilation across all functional groups.",,,,Class,,g N m-3,NA,Michaelis constant,Microbes,Nitrate,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001205,Minimum concentration for nitrate uptake kinetics by all microbial functional groups,Microbial parameters,,ZOMN,NitroPars.txt,The threshold nitrate concentration below which uptake by microbial functional groups becomes negligible. This parameter establishes the lower limit for effective microbial nitrate assimilation and affects nitrogen cycling at low substrate availability.,,,,Class,,g N m-3,Minimum,Concentration,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001206,Maximum rate for dihydrogen phosphate uptake kinetics by all microbial functional groups,Microbial parameters,,HPMX,NitroPars.txt,The maximum possible rate of dihydrogen phosphate uptake per unit ground area by all microbial functional groups combined. This parameter represents the upper limit of phosphorus assimilation capacity by soil microbial communities and affects phosphorus availability for ecosystem productivity.,,,,Class,,g P m-2 h-1,Maximum,Uptake,Microbes,Phosphate,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001207,Km for dihydrogen phosphate uptake kinetics by all microbial functional groups,Constants for specific biochemical reactions,,HPKU,NitroPars.txt,"The Michaelis constant for dihydrogen phosphate uptake by all microbial functional groups combined, representing the substrate concentration at which uptake occurs at half-maximum rate. This parameter controls the overall efficiency of microbial phosphorus assimilation in soil ecosystems.",,,,Class,,g P m-3,NA,Michaelis constant,Microbes,Phosphate,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001208,Minimum concentration for dihydrogen phosphate uptake kinetics by all microbial functional groups,Microbial parameters,,HPMN,NitroPars.txt,The threshold dihydrogen phosphate concentration below which uptake by microbial functional groups becomes negligible. This parameter sets the lower limit for effective microbial phosphorus assimilation and affects phosphorus cycling dynamics at low substrate concentrations.,,,,Class,,g P m-3,Minimum,Concentration,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001209,Km for nitrogen gas uptake by diazotrophs,Constants for specific biochemical reactions,,ZFKM,NitroPars.txt,The Michaelis constant for atmospheric nitrogen uptake by nitrogen-fixing bacteria and archaea during biological nitrogen fixation. This parameter determines the substrate affinity of diazotrophic microorganisms and controls nitrogen fixation rates under varying atmospheric nitrogen availability.,,,,Class,,g N m-3,NA,Michaelis constant,NA,Nitrogen,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001210,Km for hydrogen gas uptake by hydrogenotrophic methanogens,Constants for specific biochemical reactions,,H2KM,NitroPars.txt,The Michaelis constant for hydrogen gas uptake by hydrogenotrophic methanogenic archaea during methane production. This parameter determines the substrate affinity of hydrogen-consuming methanogens and controls methanogenesis rates in environments where hydrogen gas is the primary electron donor.,,,,Class,,g H m-3,NA,Michaelis constant,NA,Hydrogen,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001211,Efficiency carbon dioxide conversion to biomass by ammonia oxidizers,Microbial parameters,,ECNH,NitroPars.txt,The fraction of carbon dioxide that ammonia-oxidizing bacteria can convert into biomass during chemolithotrophic growth. This efficiency parameter determines how effectively these nitrifying microorganisms build biomass while oxidizing ammonia for energy in nitrogen cycling processes.,,,,Class,,NONE,NA,NA,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001212,Efficiency carbon dioxide conversion to biomass by nitrite oxidizers,Microbial parameters,,ECNO,NitroPars.txt,"The fraction of carbon dioxide that nitrite-oxidizing bacteria can convert into biomass during chemolithotrophic metabolism. This parameter controls biomass production efficiency for the second step of nitrification, where nitrite is oxidized to nitrate.",,,,Class,,NONE,NA,NA,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001213,Efficiency carbon dioxide conversion to biomass by methane oxidizers,Microbial parameters,,ECHO,NitroPars.txt,The fraction of carbon dioxide that methanotrophic bacteria can convert into biomass while oxidizing methane as an energy source. This efficiency determines the biomass yield of methane-consuming bacteria and affects methane consumption rates in terrestrial and aquatic ecosystems.,,,,Class,,NONE,NA,NA,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001214,N2:ratios for electron transfers to NO3 by denitrifiers,Microbial parameters,,eQNO3toOxy,NitroPars.txt,The stoichiometric ratio of nitrogen gas to electron transfers when denitrifying bacteria reduce nitrate during anaerobic respiration. This parameter controls the electron transport efficiency and energy yield from nitrate reduction in oxygen-limited soil environments.,,,,Class,,NONE,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001215,N2:ratios for electron transfers to Nby denitrifiers,Microbial parameters,,eQNO2toOxy,NitroPars.txt,The stoichiometric ratio of nitrogen compounds to electron transfers during nitrite reduction by denitrifying bacteria. This parameter governs the efficiency of electron transport in the denitrification pathway and affects nitrogen oxide production rates.,,,,Class,,NONE,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001216,N2:ratios for electron transfers to nitrous oxide by denitrifiers,Microbial parameters,,eQN2OtoOxy,NitroPars.txt,The stoichiometric ratio of nitrogen gas to electron transfers during nitrous oxide reduction by denitrifying bacteria. This parameter determines the electron transport efficiency in the final step of denitrification and affects nitrous oxide emissions from soils.,,,,Class,,NONE,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001217,Parameter for nitrification inhibition,Microbial parameters,,RNFNI,NitroPars.txt,A dimensionless parameter that quantifies the degree to which nitrification rates are reduced by inhibitory compounds or conditions. This parameter helps model the effects of nitrification inhibitors used in agriculture and natural inhibitory processes in soil ecosystems.,,,,Class,,NONE,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001218,Inhibition of nitrification inhibition by NH3,Microbial parameters,,ZHKI,NitroPars.txt,The ammonia concentration threshold above which nitrification becomes inhibited due to substrate toxicity effects. This parameter captures the feedback mechanism where high ammonia concentrations can inhibit the very process that consumes ammonia in nitrogen cycling.,,,,Class,,g N m-3,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001219,Product inhibition for nitrogen oxide reduction by denitrifiers,Microbial parameters,,VMKI,NitroPars.txt,The concentration threshold of nitrogen oxide products above which denitrification rates become inhibited. This parameter models feedback inhibition where accumulation of denitrification products can slow down the reduction process in anaerobic environments.,,,,Class,,g N m-3,NA,NA,NA,Nitrogen,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001220,Product inhibition for ammonia oxidation by nitrifiers,Microbial parameters,,VHKI,NitroPars.txt,The concentration threshold of ammonia oxidation products above which nitrification rates become reduced due to product inhibition. This parameter controls feedback mechanisms that regulate nitrification when products accumulate in soil microsites.,,,,Class,,g N m-3,NA,NA,NA,Ammonia,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001221,Km for uptake by nitrifiers,Constants for specific biochemical reactions,,OXKA,NitroPars.txt,"The Michaelis constant for oxygen uptake by nitrifying bacteria, representing the oxygen concentration at which uptake occurs at half-maximum rate. This parameter determines the oxygen sensitivity of nitrification and affects nitrogen cycling rates under varying oxygen availability.",,,,Class,,g O m-3,NA,Michaelis constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001222,Energy requirements for microbial growth of aerobic bacteria,Microbial parameters,,EOMC,NitroPars.txt,The amount of energy required per unit carbon for aerobic bacterial growth and maintenance under optimal conditions. This parameter determines the efficiency of carbon conversion to biomass and affects the growth yield of aerobic decomposer communities in terrestrial ecosystems.,,,,Class,,kJ g-1 C,NA,NA,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001223,Energy requirements for microbial growth of denitrifiers,Microbial parameters,,EOMD,NitroPars.txt,The energy cost per unit carbon for denitrifying bacterial growth during anaerobic respiration using nitrate or nitrite. This parameter reflects the lower energy efficiency of anaerobic metabolism compared to aerobic respiration and affects denitrifier population dynamics.,,,,Class,,kJ g-1 C,NA,NA,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001224,Energy requirements for microbial growth of fungi,Microbial parameters,,EOMG,NitroPars.txt,"The energy cost per unit carbon for fungal growth and maintenance in soil environments. This parameter accounts for the metabolic efficiency of fungi, which often differs from bacteria due to different cellular structures and metabolic pathways.",,,,Class,,kJ g-1 C,NA,NA,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001225,Energy requirements for microbial growth of fermenters,Microbial parameters,,EOMF,NitroPars.txt,The energy cost per unit carbon for fermenting microorganisms that break down organic matter without oxygen or alternative electron acceptors. This parameter reflects the low energy yield of fermentation processes and affects the efficiency of anaerobic decomposition.,,,,Class,,kJ g-1 C,NA,NA,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001226,Energy requirements for microbial growth of methanogens,Microbial parameters,,EOMH,NitroPars.txt,"The energy cost per unit carbon for methanogenic archaea that produce methane as an end product of anaerobic metabolism. This parameter represents the energy efficiency of methanogenesis, which is typically lower than other respiratory processes.",,,,Class,,kJ g-1 C,NA,NA,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001227,Energy requirements for microbial growth of diazotrophs,Microbial parameters,,EOMN,NitroPars.txt,The energy cost per unit carbon for nitrogen-fixing bacteria that convert atmospheric nitrogen to ammonia. This parameter includes the high energy cost of breaking the strong nitrogen-nitrogen triple bond and affects the competitiveness of diazotrophs in ecosystems.,,,,Class,,kJ g-1 C,NA,NA,Microbes,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001228,Free energy yields of redox reactions for DOC-carbon dioxide,Microbial parameters,,GO2X,NitroPars.txt,The Gibbs free energy change per unit carbon when dissolved organic carbon is oxidized to carbon dioxide using oxygen. This parameter determines the thermodynamic favorability and energy yield of aerobic respiration processes in soil and aquatic environments.,,,,Class,,kJ g-1 C,NA,Gibbs free energy change,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001229,Free energy yields of redox reactions for carbon dioxide-CH4,Microbial parameters,,GH4X,NitroPars.txt,The Gibbs free energy change per unit carbon when carbon dioxide is reduced to methane during methanogenesis. This parameter determines the thermodynamic driving force for methane production in anaerobic environments such as waterlogged soils and sediments.,,,,Class,,kJ g-1 C,NA,Gibbs free energy change,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001230,Free energy yields of redox reactions for DOC-acetate,Microbial parameters,,GCHX,NitroPars.txt,The Gibbs free energy change per unit carbon when dissolved organic carbon is fermented to produce acetate. This parameter governs the thermodynamic feasibility of fermentation processes that convert complex organic matter to simpler organic acids.,,,,Class,,kJ g-1 C,NA,Gibbs free energy change,NA,Dissolved organic carbon,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001231,Free energy yields of redox reactions for acetate-carbon dioxide,Microbial parameters,,GO2A,NitroPars.txt,The Gibbs free energy change per unit carbon when acetate is oxidized to carbon dioxide using oxygen as electron acceptor. This parameter determines the energy yield from acetate respiration and affects the competitive advantage of acetate-consuming microorganisms.,,,,Class,,kJ g-1 C,NA,Gibbs free energy change,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001232,Free energy yields of redox reactions for acetate-CH4,Microbial parameters,,GC4X,NitroPars.txt,The Gibbs free energy change per unit carbon when acetate is converted to methane and carbon dioxide by acetotrophic methanogens. This parameter controls the thermodynamic favorability of acetotrophic methanogenesis in anaerobic sediments and waterlogged soils.,,,,Class,,kJ g-1 C,NA,Gibbs free energy change,NA,Methane,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001234,"Free energy yields of redox reactions for NO3-NO2, NO2-N2O,N2O-N2",Microbial parameters,,GNOX,NitroPars.txt,The Gibbs free energy change per unit nitrogen for the sequential reduction steps in denitrification. This parameter governs the thermodynamic driving force for nitrate reduction to nitrogen gas and determines the energy available for denitrifying bacteria.,,,,Class,,kJ g-1 N,NA,Gibbs free energy change,NA,Nitrous oxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001235,Free energy yields of redox reactions for N2-NH3,Microbial parameters,,GN2X,NitroPars.txt,The Gibbs free energy change per unit nitrogen when atmospheric nitrogen is reduced to ammonia during biological nitrogen fixation. This parameter represents the large energy cost of breaking the nitrogen triple bond and affects the energy budget of diazotrophic organisms.,,,,Class,,kJ g-1 N,NA,Gibbs free energy change,NA,Ammonia,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001236,Growth respiration efficiency for aerobic nitrogen fixation,Microbial parameters,,EN2X,NitroPars.txt,The fraction of substrate carbon that is converted to biomass versus respired during aerobic nitrogen fixation. This efficiency parameter accounts for the high energy cost of nitrogen fixation and determines the carbon use efficiency of aerobic diazotrophs.,,,,Class,,NONE,NA,Growth respiration efficiency,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001237,Growth respiration efficiency for anaerobic nitrogen fixation,Microbial parameters,,EN2Y,NitroPars.txt,The fraction of substrate carbon converted to biomass versus respired during anaerobic nitrogen fixation. This parameter reflects the even higher energy costs of nitrogen fixation under anaerobic conditions and affects the growth yield of anaerobic diazotrophs.,,,,Class,,NONE,NA,Growth respiration efficiency,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001238,Growth respiration efficiency for aerobic bacteria converting dissolved organic carbon,Microbial parameters,,EO2X,NitroPars.txt,The fraction of dissolved organic carbon that aerobic bacteria convert to biomass versus respire for energy. This efficiency parameter determines the carbon use efficiency of aerobic decomposer communities and affects carbon cycling rates in terrestrial ecosystems.,,,,Class,,NONE,NA,Growth respiration efficiency,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001239,Growth respiration efficiency for fermenters,Microbial parameters,,EH4X,NitroPars.txt,The fraction of substrate carbon that fermenting microorganisms convert to biomass versus metabolic byproducts. This low efficiency parameter reflects the minimal energy yield from fermentation processes and affects microbial growth in anaerobic environments.,,,,Class,,NONE,NA,Growth respiration efficiency,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001240,Growth respiration efficiency for fungi,Microbial parameters,,EO2G,NitroPars.txt,The fraction of substrate carbon that fungi convert to biomass versus respire during aerobic metabolism. This efficiency parameter accounts for fungal-specific metabolic characteristics and affects the role of fungi in carbon cycling and organic matter decomposition.,,,,Class,,NONE,NA,Growth respiration efficiency,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
